module,container,tag,quantity,uncertainty,confidence,citation,doi,url,accessed,tier,basis
ae.physics.impurity_location,PARTITION_PRIORS,ASSUMED,0.45 dimensionless,point,low,,,,,,"ESTIMATE. Xia et al. 2024 (doi:10.3390/min14070727) report K-feldspar as the mineral impurity in Pakistan vein quartz with Al among the main feed impurities, and report 81.20 percent overall removal with the residue identified as lattice Al, Ti and Li: mineral-hosted Al must therefore be a large share of feed Al in that deposit. 0.45 is a mid estimate, NOT a measured value."
ae.physics.impurity_location,PARTITION_PRIORS,ASSUMED,0.02 dimensionless,point,low,,,,,,ESTIMATE. Ti has no significant adsorbed-film mechanism.
ae.physics.impurity_location,PARTITION_PRIORS,ASSUMED,0.03 dimensionless,point,low,,,,,,"ESTIMATE. Ti solubility in aqueous inclusion fluids is very low, so a near-zero share; assigned 0.03 rather than 0 to avoid asserting exactly zero."
ae.physics.impurity_location,PARTITION_PRIORS,ASSUMED,0.35 dimensionless,point,low,,,,,,ESTIMATE. Rutile and Ti-bearing oxide inclusions are a recognised mineral host in quartz. Share unmeasured.
ae.physics.impurity_location,PARTITION_PRIORS,ASSUMED,0.6 dimensionless,point,low,,,,,,"ESTIMATE. Ti4+ substitutes directly for Si4+ with no charge compensation required, which makes it the most refractory substituent (Lin et al. 2020 Section 2.2 and 3, low removal rates for Al3+ and Ti4+); Xia et al. 2024 identify Ti as one of the three elements remaining after full purification. Weighted toward lattice on that mechanism, but not measured."
ae.physics.impurity_location,PARTITION_PRIORS,ASSUMED,0.1 dimensionless,point,low,,,,,,ESTIMATE. Li is a soluble alkali and can reside in inclusion fluid; share unmeasured.
ae.physics.impurity_location,PARTITION_PRIORS,ASSUMED,0.13 dimensionless,point,low,,,,,,"ESTIMATE. Mica and Li-bearing phases where present; in Xia et al. 2024 the only mineral impurity reported is K-feldspar, so the mineral share of Li is small for that deposit."
ae.physics.impurity_location,PARTITION_PRIORS,ASSUMED,0.75 dimensionless,point,low,,,,,,"ESTIMATE. Li+ sits interstitially as the charge compensator for substitutional Al3+ (Lin et al. 2020 Section 2.2) and Xia et al. 2024 name Li as one of the three residual lattice elements after full purification. Heavily weighted to lattice on mechanism; the specific fraction is an estimate. Note the tension with Lin et al.'s statement that alkali charge compensators are weakly bound and readily activated, which applies to chlorination, not to leaching."
ae.physics.impurity_location,PARTITION_PRIORS,ASSUMED,0.25 dimensionless,point,low,,,,,,"ESTIMATE. Fe-oxide staining and grinding media contamination are well recognised surface sources; Lin et al. 2020 Table 3 places magnetic separation against Fe-bearing impurities early in the flowsheet, implying a substantial accessible share."
ae.physics.impurity_location,PARTITION_PRIORS,ASSUMED,0.5 dimensionless,point,low,,,,,,"ESTIMATE, and the best-grounded branch in this table. Fluid inclusions in vein quartz are aqueous and saline, conventionally reported as wt% NaCl equivalent by microthermometry, so Na is by construction a major fluid inclusion solute. Xia et al. 2024 list Na among the main feed impurities and do NOT list it among the residual lattice elements. The 0.50 magnitude is still an estimate."
ae.physics.impurity_location,PARTITION_PRIORS,ASSUMED,0.15 dimensionless,point,low,,,,,,"ESTIMATE. Na+ acts as an interstitial charge compensator (Lin et al. 2020 Section 2.2) but is weakly bound and readily activated, and is absent from the residual set of Xia et al. 2024."
ae.physics.impurity_location,PARTITION_PRIORS,ASSUMED,0.08 dimensionless,point,low,,,,,,ESTIMATE. Adsorbed salts.
ae.physics.impurity_location,PARTITION_PRIORS,ASSUMED,0.27 dimensionless,point,low,,,,,,ESTIMATE. K is a subordinate alkali in aqueous inclusion fluid.
ae.physics.impurity_location,PARTITION_PRIORS,ASSUMED,0.55 dimensionless,point,low,,,,,,"ESTIMATE, and better grounded than most entries here: Xia et al. 2024 identify fine-grained K-feldspar as the mineral impurity in Pakistan vein quartz and list K among the main feed impurities, while K is absent from the residual lattice set. Mineral-dominated on that basis; magnitude unmeasured."
ae.physics.impurity_location,PARTITION_PRIORS,ASSUMED,0.2 dimensionless,point,low,,,,,,ESTIMATE. Tourmaline where present as an inclusion phase.
ae.physics.leaching,enum,ASSUMED,85.0 joule / kelvin / mole,point,low,,,,,,"Trouton's rule, the empirical observation that the entropy of vaporization of many liquids at their normal boiling point clusters near 85 J/(mol K). An approximation, not a measurement, and known to be poor for associated vapours (AlCl3 is dimeric as Al2Cl6) and for ionic melts (NaCl, KCl, LiCl). Used only where a measured enthalpy of vaporization could not be sourced, and every value so derived is flagged in CHLORIDES."
ae.physics.leaching,enum,SOURCED,1.0 dimensionless,point,high,"Liu, L., Liu, H., Li, J., Peng, T., Wang, W. and Wang, F. (2026) Mechanism Study on Deep Removal of Lattice Impurities from High-Purity Quartz by Chlorination Roasting, Minerals 16(8), 836",10.3390/min16080836,,2026-09-16,1,"Liu et al. 2026 abstract: 'carbonaceous reductants are indispensable for enabling spontaneous chlorination of substitutional impurities such as Ti, Al, and B, while alkali metals including Na, K, and Li can be effectively removed under HCl atmosphere at moderate temperatures'. Encoded as the rule that Ti, Al and B are thermodynamically blocked when no reductant is present."
ae.physics.leaching,enum,SOURCED,12.3 kilowatt_hour / metric_ton,"uniform(low=0.95, high=1.05) (relative to nominal)",medium,"Arellano-Pina R., Sanchez-Ramirez E., Perez-Garibay R. et al. 2023, Bond's work index estimation using non-standard ball mills, Physicochemical Problems of Mineral Processing 59(6):172458",10.37190/ppmp/172458,,2026-09-16,1,"Table 2, Ore A, standard Bond procedure in the 30.5 cm Bond ball mill. Ore A is a quartz plus aluminosilicate assemblage from Zacatecas, Mexico (28.75 wt% Si), not a quartz concentrate. Relative uncertainty of plus or minus 5 percent reflects the 3.8 to 5.3 percent spread the same paper reports between its standard and reduced procedures. UNIFORM, not normal: the spread is the gap between two named procedures, which bounds the value rather than describing a sampling distribution around it, and the paper reports no replicate scatter that would justify a Gaussian. This call was originally written against Distribution.relative(0.05), which left the shape implicit; that constructor was split into relative_normal and relative_uniform precisely so the shape has to be stated, because the implicit version also misread an absolute zero-mean normal as a relative one."
ae.physics.leaching,enum,SOURCED,[90.0 400.0] kilojoule / mole,point,medium,"Liu, L., Liu, H., Li, J., Peng, T., Wang, W. and Wang, F. (2026) Mechanism Study on Deep Removal of Lattice Impurities from High-Purity Quartz by Chlorination Roasting, Minerals 16(8), 836",10.3390/min16080836,,2026-09-16,1,"Stated in the abstract as activation energies ranging from approximately 90 kJ/mol for Na+ to 400 kJ/mol for Ti4+ for solid-state diffusion through the SiO2 lattice. The full text, which would give per-element prefactors, was not retrievable (mdpi.com returned HTTP 403 from this sandbox)."
ae.physics.leaching,enum,ASSUMED,[1e-10 0.0001] meter ** 2 / second,point,low,,,,,,"Estimate, not a measurement: pre-exponential factors for cation diffusion in silicate minerals are commonly reported within about 1e-10 to 1e-4 m^2/s. Used as a SWEEP so that any conclusion drawn is checked at both ends rather than resting on a chosen value. A measured prefactor for Al requires Pankrath 1994 (doi 10.1127/ejm/6/4/0435), unreachable from this sandbox."
ae.physics.leaching,warnings,ASSUMED,85.0 joule / kelvin / mole,point,low,,,,,,"Trouton's rule, the empirical observation that the entropy of vaporization of many liquids at their normal boiling point clusters near 85 J/(mol K). An approximation, not a measurement, and known to be poor for associated vapours (AlCl3 is dimeric as Al2Cl6) and for ionic melts (NaCl, KCl, LiCl). Used only where a measured enthalpy of vaporization could not be sourced, and every value so derived is flagged in CHLORIDES."
ae.physics.leaching,warnings,SOURCED,1.0 dimensionless,point,high,"Liu, L., Liu, H., Li, J., Peng, T., Wang, W. and Wang, F. (2026) Mechanism Study on Deep Removal of Lattice Impurities from High-Purity Quartz by Chlorination Roasting, Minerals 16(8), 836",10.3390/min16080836,,2026-09-16,1,"Liu et al. 2026 abstract: 'carbonaceous reductants are indispensable for enabling spontaneous chlorination of substitutional impurities such as Ti, Al, and B, while alkali metals including Na, K, and Li can be effectively removed under HCl atmosphere at moderate temperatures'. Encoded as the rule that Ti, Al and B are thermodynamically blocked when no reductant is present."
ae.physics.leaching,warnings,SOURCED,12.3 kilowatt_hour / metric_ton,"uniform(low=0.95, high=1.05) (relative to nominal)",medium,"Arellano-Pina R., Sanchez-Ramirez E., Perez-Garibay R. et al. 2023, Bond's work index estimation using non-standard ball mills, Physicochemical Problems of Mineral Processing 59(6):172458",10.37190/ppmp/172458,,2026-09-16,1,"Table 2, Ore A, standard Bond procedure in the 30.5 cm Bond ball mill. Ore A is a quartz plus aluminosilicate assemblage from Zacatecas, Mexico (28.75 wt% Si), not a quartz concentrate. Relative uncertainty of plus or minus 5 percent reflects the 3.8 to 5.3 percent spread the same paper reports between its standard and reduced procedures. UNIFORM, not normal: the spread is the gap between two named procedures, which bounds the value rather than describing a sampling distribution around it, and the paper reports no replicate scatter that would justify a Gaussian. This call was originally written against Distribution.relative(0.05), which left the shape implicit; that constructor was split into relative_normal and relative_uniform precisely so the shape has to be stated, because the implicit version also misread an absolute zero-mean normal as a relative one."
ae.physics.leaching,warnings,SOURCED,[90.0 400.0] kilojoule / mole,point,medium,"Liu, L., Liu, H., Li, J., Peng, T., Wang, W. and Wang, F. (2026) Mechanism Study on Deep Removal of Lattice Impurities from High-Purity Quartz by Chlorination Roasting, Minerals 16(8), 836",10.3390/min16080836,,2026-09-16,1,"Stated in the abstract as activation energies ranging from approximately 90 kJ/mol for Na+ to 400 kJ/mol for Ti4+ for solid-state diffusion through the SiO2 lattice. The full text, which would give per-element prefactors, was not retrievable (mdpi.com returned HTTP 403 from this sandbox)."
ae.physics.leaching,warnings,ASSUMED,[1e-10 0.0001] meter ** 2 / second,point,low,,,,,,"Estimate, not a measurement: pre-exponential factors for cation diffusion in silicate minerals are commonly reported within about 1e-10 to 1e-4 m^2/s. Used as a SWEEP so that any conclusion drawn is checked at both ends rather than resting on a chosen value. A measured prefactor for Al requires Pankrath 1994 (doi 10.1127/ejm/6/4/0435), unreachable from this sandbox."
ae.physics.leaching,np,ASSUMED,85.0 joule / kelvin / mole,point,low,,,,,,"Trouton's rule, the empirical observation that the entropy of vaporization of many liquids at their normal boiling point clusters near 85 J/(mol K). An approximation, not a measurement, and known to be poor for associated vapours (AlCl3 is dimeric as Al2Cl6) and for ionic melts (NaCl, KCl, LiCl). Used only where a measured enthalpy of vaporization could not be sourced, and every value so derived is flagged in CHLORIDES."
ae.physics.leaching,np,SOURCED,1.0 dimensionless,point,high,"Liu, L., Liu, H., Li, J., Peng, T., Wang, W. and Wang, F. (2026) Mechanism Study on Deep Removal of Lattice Impurities from High-Purity Quartz by Chlorination Roasting, Minerals 16(8), 836",10.3390/min16080836,,2026-09-16,1,"Liu et al. 2026 abstract: 'carbonaceous reductants are indispensable for enabling spontaneous chlorination of substitutional impurities such as Ti, Al, and B, while alkali metals including Na, K, and Li can be effectively removed under HCl atmosphere at moderate temperatures'. Encoded as the rule that Ti, Al and B are thermodynamically blocked when no reductant is present."
ae.physics.leaching,np,SOURCED,12.3 kilowatt_hour / metric_ton,"uniform(low=0.95, high=1.05) (relative to nominal)",medium,"Arellano-Pina R., Sanchez-Ramirez E., Perez-Garibay R. et al. 2023, Bond's work index estimation using non-standard ball mills, Physicochemical Problems of Mineral Processing 59(6):172458",10.37190/ppmp/172458,,2026-09-16,1,"Table 2, Ore A, standard Bond procedure in the 30.5 cm Bond ball mill. Ore A is a quartz plus aluminosilicate assemblage from Zacatecas, Mexico (28.75 wt% Si), not a quartz concentrate. Relative uncertainty of plus or minus 5 percent reflects the 3.8 to 5.3 percent spread the same paper reports between its standard and reduced procedures. UNIFORM, not normal: the spread is the gap between two named procedures, which bounds the value rather than describing a sampling distribution around it, and the paper reports no replicate scatter that would justify a Gaussian. This call was originally written against Distribution.relative(0.05), which left the shape implicit; that constructor was split into relative_normal and relative_uniform precisely so the shape has to be stated, because the implicit version also misread an absolute zero-mean normal as a relative one."
ae.physics.leaching,np,SOURCED,[90.0 400.0] kilojoule / mole,point,medium,"Liu, L., Liu, H., Li, J., Peng, T., Wang, W. and Wang, F. (2026) Mechanism Study on Deep Removal of Lattice Impurities from High-Purity Quartz by Chlorination Roasting, Minerals 16(8), 836",10.3390/min16080836,,2026-09-16,1,"Stated in the abstract as activation energies ranging from approximately 90 kJ/mol for Na+ to 400 kJ/mol for Ti4+ for solid-state diffusion through the SiO2 lattice. The full text, which would give per-element prefactors, was not retrievable (mdpi.com returned HTTP 403 from this sandbox)."
ae.physics.leaching,np,ASSUMED,[1e-10 0.0001] meter ** 2 / second,point,low,,,,,,"Estimate, not a measurement: pre-exponential factors for cation diffusion in silicate minerals are commonly reported within about 1e-10 to 1e-4 m^2/s. Used as a SWEEP so that any conclusion drawn is checked at both ends rather than resting on a chosen value. A measured prefactor for Al requires Pankrath 1994 (doi 10.1127/ejm/6/4/0435), unreachable from this sandbox."
ae.physics.leaching,EA_REGIME_BANDS,ASSUMED,[0.0 20.0] kilojoule / mole,point,,,,,,,"Engineering heuristic, not a measurement: film control is limited by boundary-layer transport, whose temperature dependence follows liquid viscosity and molecular diffusivity, giving apparent Ea below about 20 kJ/mol. Estimate; used only to corroborate a regression, never as primary evidence."
ae.physics.leaching,EA_REGIME_BANDS,ASSUMED,[20.0 40.0] kilojoule / mole,point,,,,,,,"Engineering heuristic. Bracket chosen to contain the single quartz datapoint retrievable here (27.72 kJ/mol, Yang and Li 2020, assigned by those authors to product-layer diffusion). One system is not a calibration; this is an estimate."
ae.physics.leaching,EA_REGIME_BANDS,ASSUMED,[40.0 300.0] kilojoule / mole,point,,,,,,,"Engineering heuristic: a rate-controlling chemical step carries a bond-breaking barrier, conventionally taken as above 40 kJ/mol. Upper bound 300 kJ/mol is a physical sanity ceiling for an aqueous leach, not a measurement. Estimate."
ae.physics.liberation,enum,ASSUMED,85.0 joule / kelvin / mole,point,low,,,,,,"Trouton's rule, the empirical observation that the entropy of vaporization of many liquids at their normal boiling point clusters near 85 J/(mol K). An approximation, not a measurement, and known to be poor for associated vapours (AlCl3 is dimeric as Al2Cl6) and for ionic melts (NaCl, KCl, LiCl). Used only where a measured enthalpy of vaporization could not be sourced, and every value so derived is flagged in CHLORIDES."
ae.physics.liberation,enum,SOURCED,1.0 dimensionless,point,high,"Liu, L., Liu, H., Li, J., Peng, T., Wang, W. and Wang, F. (2026) Mechanism Study on Deep Removal of Lattice Impurities from High-Purity Quartz by Chlorination Roasting, Minerals 16(8), 836",10.3390/min16080836,,2026-09-16,1,"Liu et al. 2026 abstract: 'carbonaceous reductants are indispensable for enabling spontaneous chlorination of substitutional impurities such as Ti, Al, and B, while alkali metals including Na, K, and Li can be effectively removed under HCl atmosphere at moderate temperatures'. Encoded as the rule that Ti, Al and B are thermodynamically blocked when no reductant is present."
ae.physics.liberation,enum,SOURCED,12.3 kilowatt_hour / metric_ton,"uniform(low=0.95, high=1.05) (relative to nominal)",medium,"Arellano-Pina R., Sanchez-Ramirez E., Perez-Garibay R. et al. 2023, Bond's work index estimation using non-standard ball mills, Physicochemical Problems of Mineral Processing 59(6):172458",10.37190/ppmp/172458,,2026-09-16,1,"Table 2, Ore A, standard Bond procedure in the 30.5 cm Bond ball mill. Ore A is a quartz plus aluminosilicate assemblage from Zacatecas, Mexico (28.75 wt% Si), not a quartz concentrate. Relative uncertainty of plus or minus 5 percent reflects the 3.8 to 5.3 percent spread the same paper reports between its standard and reduced procedures. UNIFORM, not normal: the spread is the gap between two named procedures, which bounds the value rather than describing a sampling distribution around it, and the paper reports no replicate scatter that would justify a Gaussian. This call was originally written against Distribution.relative(0.05), which left the shape implicit; that constructor was split into relative_normal and relative_uniform precisely so the shape has to be stated, because the implicit version also misread an absolute zero-mean normal as a relative one."
ae.physics.liberation,enum,SOURCED,[90.0 400.0] kilojoule / mole,point,medium,"Liu, L., Liu, H., Li, J., Peng, T., Wang, W. and Wang, F. (2026) Mechanism Study on Deep Removal of Lattice Impurities from High-Purity Quartz by Chlorination Roasting, Minerals 16(8), 836",10.3390/min16080836,,2026-09-16,1,"Stated in the abstract as activation energies ranging from approximately 90 kJ/mol for Na+ to 400 kJ/mol for Ti4+ for solid-state diffusion through the SiO2 lattice. The full text, which would give per-element prefactors, was not retrievable (mdpi.com returned HTTP 403 from this sandbox)."
ae.physics.liberation,enum,ASSUMED,[1e-10 0.0001] meter ** 2 / second,point,low,,,,,,"Estimate, not a measurement: pre-exponential factors for cation diffusion in silicate minerals are commonly reported within about 1e-10 to 1e-4 m^2/s. Used as a SWEEP so that any conclusion drawn is checked at both ends rather than resting on a chosen value. A measured prefactor for Al requires Pankrath 1994 (doi 10.1127/ejm/6/4/0435), unreachable from this sandbox."
ae.physics.packing,PHI_MONOMODAL_VIBRATED,SOURCED,0.625 dimensionless,point,high,"McGeary, R.K. 1961, Mechanical Packing of Spherical Particles, Journal of the American Ceramic Society 44:513-522",10.1111/j.1151-2916.1961.tb13716.x,,2026-09-16,1,one-size spheres packed in an orthorhombic arrangement with a density 62.5 percent of theoretical density
ae.physics.packing,PHI_RANDOM_CLOSE,SOURCED,0.6366 dimensionless,point,high,"Scott, G.D. and Kilgour, D.M. 1969, The density of random close packing of spheres, Journal of Physics D: Applied Physics 2:863-866",10.1088/0022-3727/2/6/311,,2026-09-16,1,"random close packing density of equal spheres, the poured-and-tapped limit commonly quoted as 0.6366"
ae.physics.packing,EINSTEIN_INTRINSIC_VISCOSITY,SOURCED,2.5 dimensionless,point,high,"Krieger, I.M. and Dougherty, T.J. 1959, A Mechanism for Non-Newtonian Flow in Suspensions of Rigid Spheres, Transactions of the Society of Rheology 3:137-152",10.1122/1.548848,,2026-09-16,1,"hard-sphere intrinsic viscosity of 5/2, the Einstein coefficient assumed in the Krieger-Dougherty derivation"
ae.physics.packing,MIN_SIZE_RATIO,SOURCED,7.0 dimensionless,point,high,"McGeary, R.K. 1961, Mechanical Packing of Spherical Particles, Journal of the American Ceramic Society 44:513-522",10.1111/j.1151-2916.1961.tb13716.x,,2026-09-16,1,forming of high-density multicomponent packings requires at least a sevenfold difference between sphere sizes of the individual components
ae.physics.phases,enum,ASSUMED,85.0 joule / kelvin / mole,point,low,,,,,,"Trouton's rule, the empirical observation that the entropy of vaporization of many liquids at their normal boiling point clusters near 85 J/(mol K). An approximation, not a measurement, and known to be poor for associated vapours (AlCl3 is dimeric as Al2Cl6) and for ionic melts (NaCl, KCl, LiCl). Used only where a measured enthalpy of vaporization could not be sourced, and every value so derived is flagged in CHLORIDES."
ae.physics.phases,enum,SOURCED,1.0 dimensionless,point,high,"Liu, L., Liu, H., Li, J., Peng, T., Wang, W. and Wang, F. (2026) Mechanism Study on Deep Removal of Lattice Impurities from High-Purity Quartz by Chlorination Roasting, Minerals 16(8), 836",10.3390/min16080836,,2026-09-16,1,"Liu et al. 2026 abstract: 'carbonaceous reductants are indispensable for enabling spontaneous chlorination of substitutional impurities such as Ti, Al, and B, while alkali metals including Na, K, and Li can be effectively removed under HCl atmosphere at moderate temperatures'. Encoded as the rule that Ti, Al and B are thermodynamically blocked when no reductant is present."
ae.physics.phases,enum,SOURCED,12.3 kilowatt_hour / metric_ton,"uniform(low=0.95, high=1.05) (relative to nominal)",medium,"Arellano-Pina R., Sanchez-Ramirez E., Perez-Garibay R. et al. 2023, Bond's work index estimation using non-standard ball mills, Physicochemical Problems of Mineral Processing 59(6):172458",10.37190/ppmp/172458,,2026-09-16,1,"Table 2, Ore A, standard Bond procedure in the 30.5 cm Bond ball mill. Ore A is a quartz plus aluminosilicate assemblage from Zacatecas, Mexico (28.75 wt% Si), not a quartz concentrate. Relative uncertainty of plus or minus 5 percent reflects the 3.8 to 5.3 percent spread the same paper reports between its standard and reduced procedures. UNIFORM, not normal: the spread is the gap between two named procedures, which bounds the value rather than describing a sampling distribution around it, and the paper reports no replicate scatter that would justify a Gaussian. This call was originally written against Distribution.relative(0.05), which left the shape implicit; that constructor was split into relative_normal and relative_uniform precisely so the shape has to be stated, because the implicit version also misread an absolute zero-mean normal as a relative one."
ae.physics.phases,enum,SOURCED,[90.0 400.0] kilojoule / mole,point,medium,"Liu, L., Liu, H., Li, J., Peng, T., Wang, W. and Wang, F. (2026) Mechanism Study on Deep Removal of Lattice Impurities from High-Purity Quartz by Chlorination Roasting, Minerals 16(8), 836",10.3390/min16080836,,2026-09-16,1,"Stated in the abstract as activation energies ranging from approximately 90 kJ/mol for Na+ to 400 kJ/mol for Ti4+ for solid-state diffusion through the SiO2 lattice. The full text, which would give per-element prefactors, was not retrievable (mdpi.com returned HTTP 403 from this sandbox)."
ae.physics.phases,enum,ASSUMED,[1e-10 0.0001] meter ** 2 / second,point,low,,,,,,"Estimate, not a measurement: pre-exponential factors for cation diffusion in silicate minerals are commonly reported within about 1e-10 to 1e-4 m^2/s. Used as a SWEEP so that any conclusion drawn is checked at both ends rather than resting on a chosen value. A measured prefactor for Al requires Pankrath 1994 (doi 10.1127/ejm/6/4/0435), unreachable from this sandbox."
ae.physics.phases,enum,SOURCED,0.625 dimensionless,point,high,"McGeary, R.K. 1961, Mechanical Packing of Spherical Particles, Journal of the American Ceramic Society 44:513-522",10.1111/j.1151-2916.1961.tb13716.x,,2026-09-16,1,one-size spheres packed in an orthorhombic arrangement with a density 62.5 percent of theoretical density
ae.physics.phases,enum,SOURCED,0.6366 dimensionless,point,high,"Scott, G.D. and Kilgour, D.M. 1969, The density of random close packing of spheres, Journal of Physics D: Applied Physics 2:863-866",10.1088/0022-3727/2/6/311,,2026-09-16,1,"random close packing density of equal spheres, the poured-and-tapped limit commonly quoted as 0.6366"
ae.physics.phases,enum,SOURCED,2.5 dimensionless,point,high,"Krieger, I.M. and Dougherty, T.J. 1959, A Mechanism for Non-Newtonian Flow in Suspensions of Rigid Spheres, Transactions of the Society of Rheology 3:137-152",10.1122/1.548848,,2026-09-16,1,"hard-sphere intrinsic viscosity of 5/2, the Einstein coefficient assumed in the Krieger-Dougherty derivation"
ae.physics.phases,enum,SOURCED,7.0 dimensionless,point,high,"McGeary, R.K. 1961, Mechanical Packing of Spherical Particles, Journal of the American Ceramic Society 44:513-522",10.1111/j.1151-2916.1961.tb13716.x,,2026-09-16,1,forming of high-density multicomponent packings requires at least a sevenfold difference between sphere sizes of the individual components
ae.physics.phases,QUARTZ_LANDAU,SOURCED,847.0 kelvin,point,high,"Holland, T.J.B. and Powell, R. 2011, An improved and extended internally consistent thermodynamic dataset for phases of petrological interest, involving a new equation of state for solids, Journal of Metamorphic Geology 29:333-383 (dataset ds62)",10.1111/j.1525-1314.2010.00923.x,,2026-09-16,1,ds62 endmember parameter Tc_0 (quartz)
ae.physics.phases,QUARTZ_LANDAU,SOURCED,4.95 joule / kelvin / mole,point,high,"Holland, T.J.B. and Powell, R. 2011, An improved and extended internally consistent thermodynamic dataset for phases of petrological interest, involving a new equation of state for solids, Journal of Metamorphic Geology 29:333-383 (dataset ds62)",10.1111/j.1525-1314.2010.00923.x,,2026-09-16,1,ds62 endmember parameter S_D (quartz)
ae.physics.phases,QUARTZ_LANDAU,SOURCED,1.188e-06 meter ** 3 / mole,point,high,"Holland, T.J.B. and Powell, R. 2011, An improved and extended internally consistent thermodynamic dataset for phases of petrological interest, involving a new equation of state for solids, Journal of Metamorphic Geology 29:333-383 (dataset ds62)",10.1111/j.1525-1314.2010.00923.x,,2026-09-16,1,ds62 endmember parameter V_D (quartz)
ae.physics.phases,QUARTZ_LANDAU,SOURCED,2.269e-05 meter ** 3 / mole,point,high,"Holland, T.J.B. and Powell, R. 2011, An improved and extended internally consistent thermodynamic dataset for phases of petrological interest, involving a new equation of state for solids, Journal of Metamorphic Geology 29:333-383 (dataset ds62)",10.1111/j.1525-1314.2010.00923.x,,2026-09-16,1,ds62 endmember parameter V_0 (quartz)
ae.physics.phases,QUARTZ_LANDAU,SOURCED,100000.0 pascal,point,high,"Holland, T.J.B. and Powell, R. 2011, An improved and extended internally consistent thermodynamic dataset for phases of petrological interest, involving a new equation of state for solids, Journal of Metamorphic Geology 29:333-383 (dataset ds62)",10.1111/j.1525-1314.2010.00923.x,,2026-09-16,1,ds62 endmember parameter P_0 (reference pressure)
ae.physics.phases,TRANSITIONS,SOURCED,847.0 kelvin,point,high,"Holland, T.J.B. and Powell, R. 2011, An improved and extended internally consistent thermodynamic dataset for phases of petrological interest, involving a new equation of state for solids, Journal of Metamorphic Geology 29:333-383 (dataset ds62)",10.1111/j.1525-1314.2010.00923.x,,2026-09-16,1,"ds62 Landau Tc_0 for quartz, 847 K = 573.85 degC, matching the textbook 573 degC inversion"
ae.physics.phases,TRANSITIONS,SOURCED,0.004 dimensionless,point,high,"Ringdalen, E. 2015, Changes in Quartz During Heating and the Possible Effects on Si Production, JOM 67:484-492",10.1007/s11837-014-1149-y,,2026-09-16,1,"STEP change at the inversion only: Ringdalen 2015 reports the alpha to beta transformation at 573 degC gives an increase in volume of around 0.4 percent. The cumulative 3.5 to 4.5 percent figure quoted in trade literature is a different quantity, returned by alpha_beta_cumulative_volume_strain()."
ae.physics.phases,TRANSITIONS,SOURCED,1143.15 kelvin,point,high,"Ringdalen, E. 2015, Changes in Quartz During Heating and the Possible Effects on Si Production, JOM 67:484-492",10.1007/s11837-014-1149-y,,2026-09-16,1,"870 degC, quoted by Ringdalen 2015 from the SiO2 phase diagram as the temperature at which tridymite will be formed"
ae.physics.phases,TRANSITIONS,SOURCED,1743.15 kelvin,point,high,"Warden, G.K., Gawel, B.A., Juel, M., Erbe, A. and Di Sabatino, M. 2024, Cristobalite Formation in Fused Quartz Crucibles for Czochralski Silicon Production in Different Conditions, SiliconPV Conference Proceedings vol 2",10.52825/siliconpv.v2i.1311,,2026-09-16,2,"1470 degC, stated by Warden et al. 2024 as the temperature above which cristobalite forms in pure quartz"
ae.physics.phases,TRANSITIONS,SOURCED,1996.0 kelvin,point,high,"Wenk, H.-R., Brunini, A. and others 1998, Quartz and Cristobalite: high-temperature cell parameters and volumes of fusion, Geophysical Research Letters 25:2261-2264",10.1029/98gl01581,,2026-09-16,1,"Wenk et al. 1998 report the volume of beta-cristobalite returning to its 750 K value at the melting temperature of 2000 K; 1996 K is the Holland, Green and Powell ds633 melting point of the quartz liquid endmember used in ae.physics.thermal. See LIMITATIONS: sources disagree at the 1996 to 2000 K level and the brief's 1723 K is the quartz (not cristobalite) melting point."
ae.physics.psd,enum,ASSUMED,85.0 joule / kelvin / mole,point,low,,,,,,"Trouton's rule, the empirical observation that the entropy of vaporization of many liquids at their normal boiling point clusters near 85 J/(mol K). An approximation, not a measurement, and known to be poor for associated vapours (AlCl3 is dimeric as Al2Cl6) and for ionic melts (NaCl, KCl, LiCl). Used only where a measured enthalpy of vaporization could not be sourced, and every value so derived is flagged in CHLORIDES."
ae.physics.psd,enum,SOURCED,1.0 dimensionless,point,high,"Liu, L., Liu, H., Li, J., Peng, T., Wang, W. and Wang, F. (2026) Mechanism Study on Deep Removal of Lattice Impurities from High-Purity Quartz by Chlorination Roasting, Minerals 16(8), 836",10.3390/min16080836,,2026-09-16,1,"Liu et al. 2026 abstract: 'carbonaceous reductants are indispensable for enabling spontaneous chlorination of substitutional impurities such as Ti, Al, and B, while alkali metals including Na, K, and Li can be effectively removed under HCl atmosphere at moderate temperatures'. Encoded as the rule that Ti, Al and B are thermodynamically blocked when no reductant is present."
